812.500000	62.500000	-62.500000	1953125.000000	melamine
812.500000	62.500000	-187.500000	1953125.000000	melamine
812.500000	62.500000	-312.500000	1953125.000000	melamine
812.500000	62.500000	-437.500000	1953125.000000	melamine
812.500000	62.500000	-562.500000	1953125.000000	melamine
812.500000	-62.500000	562.500000	1953125.000000	melamine
812.500000	-62.500000	437.500000	1953125.000000	melamine
812.500000	-62.500000	312.500000	1953125.000000	melamine
812.500000	-62.500000	187.500000	1953125.000000	melamine
812.500000	-62.500000	62.500000	1953125.000000	melamine
812.500000	-62.500000	-62.500000	1953125.000000	melamine
812.500000	-62.500000	-187.500000	1953125.000000	melamine
812.500000	-62.500000	-312.500000	1953125.000000	melamine
812.500000	-62.500000	-437.500000	1953125.000000	melamine
812.500000	-62.500000	-562.500000	1953125.000000	melamine
812.500000	-187.500000	437.500000	1953125.000000	melamine
812.500000	-187.500000	312.500000	1953125.000000	melamine
812.500000	-187.500000	187.500000	1953125.000000	melamine
812.500000	-187.500000	62.500000	1953125.000000	melamine
812.500000	-187.500000	-62.500000	1953125.000000	melamine
812.500000	-187.500000	-187.500000	1953125.000000	melamine
812.500000	-187.500000	-312.500000	1953125.000000	melamine
812.500000	-187.500000	-437.500000	1953125.000000	melamine
812.500000	-312.500000	437.500000	1953125.000000	melamine
812.500000	-312.500000	312.500000	1953125.000000	melamine
812.500000	-312.500000	187.500000	1953125.000000	melamine
812.500000	-312.500000	62.500000	1953125.000000	melamine
812.500000	-312.500000	-62.500000	1953125.000000	melamine
812.500000	-312.500000	-187.500000	1953125.000000	melamine
812.500000	-312.500000	-312.500000	1953125.000000	melamine
812.500000	-312.500000	-437.500000	1953125.000000	melamine
812.500000	-437.500000	312.500000	1953125.000000	melamine
812.500000	-437.500000	187.500000	1953125.000000	melamine
812.500000	-437.500000	62.500000	1953125.000000	melamine
812.500000	-437.500000	-62.500000	1953125.000000	melamine
812.500000	-437.500000	-187.500000	1953125.000000	melamine
812.500000	-437.500000	-312.500000	1953125.000000	melamine
812.500000	-562.500000	62.500000	1953125.000000	melamine
812.500000	-562.500000	-62.500000	1953125.000000	melamine
687.500000	687.500000	187.500000	1953125.000000	melamine
687.500000	687.500000	62.500000	1953125.000000	melamine
687.500000	687.500000	-62.500000	1953125.000000	melamine
687.500000	687.500000	-187.500000	1953125.000000	melamine
687.500000	562.500000	437.500000	1953125.000000	melamine
687.500000	562.500000	312.500000	1953125.000000	melamine
687.500000	562.500000	187.500000	1953125.000000	melamine
687.500000	562.500000	62.500000	1953125.000000	melamine
687.500000	562.500000	-62.500000	1953125.000000	melamine
687.500000	562.500000	-187.500000	1953125.000000	melamine
687.500000	562.500000	-312.500000	1953125.000000	melamine
687.500000	562.500000	-437.500000	1953125.000000	melamine
687.500000	437.500000	562.500000	1953125.000000	melamine
687.500000	437.500000	437.500000	1953125.000000	melamine
687.500000	437.500000	312.500000	1953125.000000	melamine
687.500000	437.500000	187.500000	1953125.000000	melamine
687.500000	437.500000	62.500000	1953125.000000	melamine
687.500000	437.500000	-62.500000	1953125.000000	melamine
687.500000	437.500000	-187.500000	1953125.000000	melamine
687.500000	437.500000	-312.500000	1953125.000000	melamine
687.500000	437.500000	-437.500000	1953125.000000	melamine
687.500000	437.500000	-562.500000	1953125.000000	melamine
687.500000	312.500000	562.500000	1953125.000000	melamine
687.500000	312.500000	437.500000	1953125.000000	melamine
687.500000	312.500000	312.500000	1953125.000000	melamine
687.500000	312.500000	187.500000	1953125.000000	melamine
687.500000	312.500000	62.500000	1953125.000000	melamine
687.500000	312.500000	-62.500000	1953125.000000	melamine
687.500000	312.500000	-187.500000	1953125.000000	melamine
687.500000	312.500000	-312.500000	1953125.000000	melamine
687.500000	312.500000	-437.500000	1953125.000000	melamine
687.500000	312.500000	-562.500000	1953125.000000	melamine
687.500000	187.500000	687.500000	1953125.000000	melamine
687.500000	187.500000	562.500000	1953125.000000	melamine
687.500000	187.500000	437.500000	1953125.000000	melamine
687.500000	187.500000	312.500000	1953125.000000	melamine
687.500000	187.500000	187.500000	1953125.000000	melamine
687.500000	187.500000	62.500000	1953125.000000	melamine
687.500000	187.500000	-62.500000	1953125.000000	melamine
687.500000	187.500000	-187.500000	1953125.000000	melamine
687.500000	187.500000	-312.500000	1953125.000000	melamine
687.500000	187.500000	-437.500000	1953125.000000	melamine
687.500000	187.500000	-562.500000	1953125.000000	melamine
687.500000	187.500000	-687.500000	1953125.000000	melamine
687.500000	62.500000	687.500000	1953125.000000	melamine
687.500000	62.500000	562.500000	1953125.000000	melamine
687.500000	62.500000	437.500000	1953125.000000	melamine
687.500000	62.500000	312.500000	1953125.000000	melamine
687.500000	62.500000	187.500000	1953125.000000	melamine
687.500000	62.500000	62.500000	1953125.000000	melamine
687.500000	62.500000	-62.500000	1953125.000000	melamine
687.500000	62.500000	-187.500000	1953125.000000	melamine
687.500000	62.500000	-312.500000	1953125.000000	melamine
687.500000	62.500000	-437.500000	1953125.000000	melamine
687.500000	62.500000	-562.500000	1953125.000000	melamine
687.500000	62.500000	-687.500000	1953125.000000	melamine
687.500000	-62.500000	687.500000	1953125.000000	melamine
687.500000	-62.500000	562.500000	1953125.000000	melamine
687.500000	-62.500000	437.500000	1953125.000000	melamine
687.500000	-62.500000	312.500000	1953125.000000	melamine
687.500000	-62.500000	187.500000	1953125.000000	melamine
687.500000	-62.500000	62.500000	1953125.000000	melamine
687.500000	-62.500000	-62.500000	1953125.000000	melamine
687.500000	-62.500000	-187.500000	1953125.000000	melamine
687.500000	-62.500000	-312.500000	1953125.000000	melamine
687.500000	-62.500000	-437.500000	1953125.000000	melamine
687.500000	-62.500000	-562.500000	1953125.000000	melamine
687.500000	-62.500000	-687.500000	1953125.000000	melamine
687.500000	-187.500000	687.500000	1953125.000000	melamine
687.500000	-187.500000	562.500000	1953125.000000	melamine
687.500000	-187.500000	437.500000	1953125.000000	melamine
687.500000	-187.500000	312.500000	1953125.000000	melamine
687.500000	-187.500000	187.500000	1953125.000000	melamine
687.500000	-187.500000	62.500000	1953125.000000	melamine
687.500000	-187.500000	-62.500000	1953125.000000	melamine
687.500000	-187.500000	-187.500000	1953125.000000	melamine
687.500000	-187.500000	-312.500000	1953125.000000	melamine
687.500000	-187.500000	-437.500000	1953125.000000	melamine
687.500000	-187.500000	-562.500000	1953125.000000	melamine
687.500000	-187.500000	-687.500000	1953125.000000	melamine
687.500000	-312.500000	562.500000	1953125.000000	melamine
687.500000	-312.500000	437.500000	1953125.000000	melamine
687.500000	-312.500000	312.500000	1953125.000000	melamine
687.500000	-312.500000	187.500000	1953125.000000	melamine
687.500000	-312.500000	62.500000	1953125.000000	melamine
687.500000	-312.500000	-62.500000	1953125.000000	melamine
687.500000	-312.500000	-187.500000	1953125.000000	melamine
687.500000	-312.500000	-312.500000	1953125.000000	melamine
687.500000	-312.500000	-437.500000	1953125.000000	melamine
687.500000	-312.500000	-562.500000	1953125.000000	melamine
687.500000	-437.500000	562.500000	1953125.000000	melamine
687.500000	-437.500000	437.500000	1953125.000000	melamine
687.500000	-437.500000	312.500000	1953125.000000	melamine
687.500000	-437.500000	187.500000	1953125.000000	melamine
687.500000	-437.500000	62.500000	1953125.000000	melamine
687.500000	-437.500000	-62.500000	1953125.000000	melamine
687.500000	-437.500000	-187.500000	1953125.000000	melamine
687.500000	-437.500000	-312.500000	1953125.000000	melamine
687.500000	-437.500000	-437.500000	1953125.000000	melamine
687.500000	-437.500000	-562.500000	1953125.000000	melamine
687.500000	-562.500000	437.500000	1953125.000000	melamine
687.500000	-562.500000	312.500000	1953125.000000	melamine
687.500000	-562.500000	187.500000	1953125.000000	melamine
687.500000	-562.500000	62.500000	1953125.000000	melamine
687.500000	-562.500000	-62.500000	1953125.000000	melamine
687.500000	-562.500000	-187.500000	1953125.000000	melamine
687.500000	-562.500000	-312.500000	1953125.000000	melamine
687.500000	-562.500000	-437.500000	1953125.000000	melamine
687.500000	-687.500000	187.500000	1953125.000000	melamine
687.500000	-687.500000	62.500000	1953125.000000	melamine
687.500000	-687.500000	-62.500000	1953125.000000	melamine
687.500000	-687.500000	-187.500000	1953125.000000	melamine
562.500000	812.500000	62.500000	1953125.000000	melamine
562.500000	812.500000	-62.500000	1953125.000000	melamine
562.500000	687.500000	437.500000	1953125.000000	melamine
562.500000	687.500000	312.500000	1953125.000000	melamine
562.500000	687.500000	187.500000	1953125.000000	melamine
562.500000	687.500000	62.500000	1953125.000000	melamine
562.500000	687.500000	-62.500000	1953125.000000	melamine
562.500000	687.500000	-187.500000	1953125.000000	melamine
562.500000	687.500000	-312.500000	1953125.000000	melamine
562.500000	687.500000	-437.500000	1953125.000000	melamine
562.500000	562.500000	562.500000	1953125.000000	melamine
562.500000	562.500000	437.500000	1953125.000000	melamine
562.500000	562.500000	312.500000	1953125.000000	melamine
562.500000	562.500000	187.500000	1953125.000000	melamine
562.500000	562.500000	62.500000	1953125.000000	melamine
562.500000	562.500000	-62.500000	1953125.000000	melamine
562.500000	562.500000	-187.500000	1953125.000000	melamine
562.500000	562.500000	-312.500000	1953125.000000	melamine
562.500000	562.500000	-437.500000	1953125.000000	melamine
562.500000	562.500000	-562.500000	1953125.000000	melamine
562.500000	437.500000	687.500000	1953125.000000	melamine
562.500000	437.500000	562.500000	1953125.000000	melamine
562.500000	437.500000	437.500000	1953125.000000	melamine
562.500000	437.500000	312.500000	1953125.000000	melamine
562.500000	437.500000	187.500000	1953125.000000	melamine
562.500000	437.500000	62.500000	1953125.000000	melamine
562.500000	437.500000	-62.500000	1953125.000000	melamine
562.500000	437.500000	-187.500000	1953125.000000	melamine
562.500000	437.500000	-312.500000	1953125.000000	melamine
562.500000	437.500000	-437.500000	1953125.000000	melamine
562.500000	437.500000	-562.500000	1953125.000000	melamine
562.500000	437.500000	-687.500000	1953125.000000	melamine
562.500000	312.500000	687.500000	1953125.000000	melamine
562.500000	312.500000	562.500000	1953125.000000	melamine
562.500000	312.500000	437.500000	1953125.000000	melamine
562.500000	312.500000	312.500000	1953125.000000	melamine
562.500000	312.500000	187.500000	1953125.000000	melamine
562.500000	312.500000	62.500000	1953125.000000	melamine
562.500000	312.500000	-62.500000	1953125.000000	melamine
562.500000	312.500000	-187.500000	1953125.000000	melamine
562.500000	312.500000	-312.500000	1953125.000000	melamine
562.500000	312.500000	-437.500000	1953125.000000	melamine
562.500000	312.500000	-562.500000	1953125.000000	melamine
562.500000	312.500000	-687.500000	1953125.000000	melamine
562.500000	187.500000	687.500000	1953125.000000	melamine
562.500000	187.500000	562.500000	1953125.000000	melamine
562.500000	187.500000	437.500000	1953125.000000	melamine
562.500000	187.500000	312.500000	1953125.000000	melamine
562.500000	187.500000	187.500000	1953125.000000	melamine
562.500000	187.500000	62.500000	1953125.000000	melamine
562.500000	187.500000	-62.500000	1953125.000000	melamine
562.500000	187.500000	-187.500000	1953125.000000	melamine
562.500000	187.500000	-312.500000	1953125.000000	melamine
562.500000	187.500000	-437.500000	1953125.000000	melamine
562.500000	187.500000	-562.500000	1953125.000000	melamine
562.500000	187.500000	-687.500000	1953125.000000	melamine
562.500000	62.500000	812.500000	1953125.000000	melamine
562.500000	62.500000	687.500000	1953125.000000	melamine
562.500000	62.500000	562.500000	1953125.000000	melamine
562.500000	62.500000	437.500000	1953125.000000	melamine
562.500000	62.500000	312.500000	1953125.000000	melamine
562.500000	62.500000	187.500000	1953125.000000	melamine
562.500000	62.500000	62.500000	1953125.000000	melamine
562.500000	62.500000	-62.500000	1953125.000000	melamine
562.500000	62.500000	-187.500000	1953125.000000	melamine
562.500000	62.500000	-312.500000	1953125.000000	melamine
562.500000	62.500000	-437.500000	1953125.000000	melamine
562.500000	62.500000	-562.500000	1953125.000000	melamine
562.500000	62.500000	-687.500000	1953125.000000	melamine
562.500000	62.500000	-812.500000	1953125.000000	melamine
562.500000	-62.500000	812.500000	1953125.000000	melamine
562.500000	-62.500000	687.500000	1953125.000000	melamine
562.500000	-62.500000	562.500000	1953125.000000	melamine
562.500000	-62.500000	437.500000	1953125.000000	melamine
562.500000	-62.500000	312.500000	1953125.000000	melamine
562.500000	-62.500000	187.500000	1953125.000000	melamine
562.500000	-62.500000	62.500000	1953125.000000	melamine
562.500000	-62.500000	-62.500000	1953125.000000	melamine
562.500000	-62.500000	-187.500000	1953125.000000	melamine
562.500000	-62.500000	-312.500000	1953125.000000	melamine
562.500000	-62.500000	-437.500000	1953125.000000	melamine
562.500000	-62.500000	-562.500000	1953125.000000	melamine
562.500000	-62.500000	-687.500000	1953125.000000	melamine
562.500000	-62.500000	-812.500000	1953125.000000	melamine
562.500000	-187.500000	687.500000	1953125.000000	melamine
562.500000	-187.500000	562.500000	1953125.000000	melamine
562.500000	-187.500000	437.500000	1953125.000000	melamine
562.500000	-187.500000	312.500000	1953125.000000	melamine
562.500000	-187.500000	187.500000	1953125.000000	melamine
562.500000	-187.500000	62.500000	1953125.000000	melamine
562.500000	-187.500000	-62.500000	1953125.000000	melamine
562.500000	-187.500000	-187.500000	1953125.000000	melamine
562.500000	-187.500000	-312.500000	1953125.000000	melamine
562.500000	-187.500000	-437.500000	1953125.000000	melamine
562.500000	-187.500000	-562.500000	1953125.000000	melamine
562.500000	-187.500000	-687.500000	1953125.000000	melamine
562.500000	-312.500000	687.500000	1953125.000000	melamine
562.500000	-312.500000	562.500000	1953125.000000	melamine
562.500000	-312.500000	437.500000	1953125.000000	melamine
562.500000	-312.500000	312.500000	1953125.000000	melamine
562.500000	-312.500000	187.500000	1953125.000000	melamine
562.500000	-312.500000	62.500000	1953125.000000	melamine
562.500000	-312.500000	-62.500000	1953125.000000	melamine
562.500000	-312.500000	-187.500000	1953125.000000	melamine
562.500000	-312.500000	-312.500000	1953125.000000	melamine
562.500000	-312.500000	-437.500000	1953125.000000	melamine
562.500000	-312.500000	-562.500000	1953125.000000	melamine
562.500000	-312.500000	-687.500000	1953125.000000	melamine
562.500000	-437.500000	687.500000	1953125.000000	melamine
562.500000	-437.500000	562.500000	1953125.000000	melamine
562.500000	-437.500000	437.500000	1953125.000000	melamine
562.500000	-437.500000	312.500000	1953125.000000	melamine
562.500000	-437.500000	187.500000	1953125.000000	melamine
562.500000	-437.500000	62.500000	1953125.000000	melamine
562.500000	-437.500000	-62.500000	1953125.000000	melamine
562.500000	-437.500000	-187.500000	1953125.000000	melamine
562.500000	-437.500000	-312.500000	1953125.000000	melamine
562.500000	-437.500000	-437.500000	1953125.000000	melamine
562.500000	-437.500000	-562.500000	1953125.000000	melamine
562.500000	-437.500000	-687.500000	1953125.000000	melamine
562.500000	-562.500000	562.500000	1953125.000000	melamine
562.500000	-562.500000	437.500000	1953125.000000	melamine
562.500000	-562.500000	312.500000	1953125.000000	melamine
562.500000	-562.500000	187.500000	1953125.000000	melamine
562.500000	-562.500000	62.500000	1953125.000000	melamine
562.500000	-562.500000	-62.500000	1953125.000000	melamine
562.500000	-562.500000	-187.500000	1953125.000000	melamine
562.500000	-562.500000	-312.500000	1953125.000000	melamine
562.500000	-562.500000	-437.500000	1953125.000000	melamine
562.500000	-562.500000	-562.500000	1953125.000000	melamine
562.500000	-687.500000	437.500000	1953125.000000	melamine
562.500000	-687.500000	312.500000	1953125.000000	melamine
562.500000	-687.500000	187.500000	1953125.000000	melamine
562.500000	-687.500000	62.500000	1953125.000000	melamine
562.500000	-687.500000	-62.500000	1953125.000000	melamine
562.500000	-687.500000	-187.500000	1953125.000000	melamine
562.500000	-687.500000	-312.500000	1953125.000000	melamine
562.500000	-687.500000	-437.500000	1953125.000000	melamine
562.500000	-812.500000	62.500000	1953125.000000	melamine
562.500000	-812.500000	-62.500000	1953125.000000	melamine
437.500000	812.500000	312.500000	1953125.000000	melamine
437.500000	812.500000	187.500000	1953125.000000	melamine
437.500000	812.500000	62.500000	1953125.000000	melamine
437.500000	812.500000	-62.500000	1953125.000000	melamine
437.500000	812.500000	-187.500000	1953125.000000	melamine
437.500000	812.500000	-312.500000	1953125.000000	melamine
437.500000	687.500000	562.500000	1953125.000000	melamine
437.500000	687.500000	437.500000	1953125.000000	melamine
437.500000	687.500000	312.500000	1953125.000000	melamine
437.500000	687.500000	187.500000	1953125.000000	melamine
437.500000	687.500000	62.500000	1953125.000000	melamine
437.500000	687.500000	-62.500000	1953125.000000	melamine
437.500000	687.500000	-187.500000	1953125.000000	melamine
437.500000	687.500000	-312.500000	1953125.000000	melamine
437.500000	687.500000	-437.500000	1953125.000000	melamine
437.500000	687.500000	-562.500000	1953125.000000	melamine
437.500000	562.500000	687.500000	1953125.000000	melamine
437.500000	562.500000	562.500000	1953125.000000	melamine
437.500000	562.500000	437.500000	1953125.000000	melamine
437.500000	562.500000	312.500000	1953125.000000	melamine
437.500000	562.500000	187.500000	1953125.000000	melamine
437.500000	562.500000	62.500000	1953125.000000	melamine
437.500000	562.500000	-62.500000	1953125.000000	melamine
437.500000	562.500000	-187.500000	1953125.000000	melamine
437.500000	562.500000	-312.500000	1953125.000000	melamine
437.500000	562.500000	-437.500000	1953125.000000	melamine
437.500000	562.500000	-562.500000	1953125.000000	melamine
437.500000	562.500000	-687.500000	1953125.000000	melamine
437.500000	437.500000	687.500000	1953125.000000	melamine
437.500000	437.500000	562.500000	1953125.000000	melamine
437.500000	437.500000	437.500000	1953125.000000	melamine
437.500000	437.500000	312.500000	1953125.000000	melamine
437.500000	437.500000	187.500000	1953125.000000	melamine
437.500000	437.500000	62.500000	1953125.000000	melamine
437.500000	437.500000	-62.500000	1953125.000000	melamine
437.500000	437.500000	-187.500000	1953125.000000	melamine
437.500000	437.500000	-312.500000	1953125.000000	melamine
437.500000	437.500000	-437.500000	1953125.000000	melamine
437.500000	437.500000	-562.500000	1953125.000000	melamine
437.500000	437.500000	-687.500000	1953125.000000	melamine
437.500000	312.500000	812.500000	1953125.000000	melamine
437.500000	312.500000	687.500000	1953125.000000	melamine
437.500000	312.500000	562.500000	1953125.000000	melamine
437.500000	312.500000	437.500000	1953125.000000	melamine
437.500000	312.500000	312.500000	1953125.000000	melamine
437.500000	312.500000	187.500000	1953125.000000	melamine
437.500000	312.500000	62.500000	1953125.000000	melamine
437.500000	312.500000	-62.500000	1953125.000000	melamine
437.500000	312.500000	-187.500000	1953125.000000	melamine
437.500000	312.500000	-312.500000	1953125.000000	melamine
437.500000	312.500000	-437.500000	1953125.000000	melamine
437.500000	312.500000	-562.500000	1953125.000000	melamine
437.500000	312.500000	-687.500000	1953125.000000	melamine
437.500000	312.500000	-812.500000	1953125.000000	melamine
437.500000	187.500000	812.500000	1953125.000000	melamine
437.500000	187.500000	687.500000	1953125.000000	melamine
437.500000	187.500000	562.500000	1953125.000000	melamine
437.500000	187.500000	437.500000	1953125.000000	melamine
437.500000	187.500000	312.500000	1953125.000000	melamine
437.500000	187.500000	187.500000	1953125.000000	melamine
437.500000	187.500000	62.500000	1953125.000000	melamine
437.500000	187.500000	-62.500000	1953125.000000	melamine
437.500000	187.500000	-187.500000	1953125.000000	melamine
437.500000	187.500000	-312.500000	1953125.000000	melamine
437.500000	187.500000	-437.500000	1953125.000000	melamine
437.500000	187.500000	-562.500000	1953125.000000	melamine
437.500000	187.500000	-687.500000	1953125.000000	melamine
437.500000	187.500000	-812.500000	1953125.000000	melamine
437.500000	62.500000	812.500000	1953125.000000	melamine
437.500000	62.500000	687.500000	1953125.000000	melamine
437.500000	62.500000	562.500000	1953125.000000	melamine
437.500000	62.500000	437.500000	1953125.000000	melamine
437.500000	62.500000	312.500000	1953125.000000	melamine
437.500000	62.500000	187.500000	1953125.000000	melamine
437.500000	62.500000	62.500000	1953125.000000	melamine
437.500000	62.500000	-62.500000	1953125.000000	melamine
437.500000	62.500000	-187.500000	1953125.000000	melamine
437.500000	62.500000	-312.500000	1953125.000000	melamine
437.500000	62.500000	-437.500000	1953125.000000	melamine
437.500000	62.500000	-562.500000	1953125.000000	melamine
437.500000	62.500000	-687.500000	1953125.000000	melamine
437.500000	62.500000	-812.500000	1953125.000000	melamine
437.500000	-62.500000	812.500000	1953125.000000	melamine
437.500000	-62.500000	687.500000	1953125.000000	melamine
437.500000	-62.500000	562.500000	1953125.000000	melamine
437.500000	-62.500000	437.500000	1953125.000000	melamine
437.500000	-62.500000	312.500000	1953125.000000	melamine
437.500000	-62.500000	187.500000	1953125.000000	melamine
437.500000	-62.500000	62.500000	1953125.000000	melamine
437.500000	-62.500000	-62.500000	1953125.000000	melamine
437.500000	-62.500000	-187.500000	1953125.000000	melamine
437.500000	-62.500000	-312.500000	1953125.000000	melamine
437.500000	-62.500000	-437.500000	1953125.000000	melamine
437.500000	-62.500000	-562.500000	1953125.000000	melamine
437.500000	-62.500000	-687.500000	1953125.000000	melamine
437.500000	-62.500000	-812.500000	1953125.000000	melamine
437.500000	-187.500000	812.500000	1953125.000000	melamine
437.500000	-187.500000	687.500000	1953125.000000	melamine
437.500000	-187.500000	562.500000	1953125.000000	melamine
437.500000	-187.500000	437.500000	1953125.000000	melamine
437.500000	-187.500000	312.500000	1953125.000000	melamine
437.500000	-187.500000	187.500000	1953125.000000	melamine
437.500000	-187.500000	62.500000	1953125.000000	melamine
437.500000	-187.500000	-62.500000	1953125.000000	melamine
437.500000	-187.500000	-187.500000	1953125.000000	melamine
437.500000	-187.500000	-312.500000	1953125.000000	melamine
437.500000	-187.500000	-437.500000	1953125.000000	melamine
437.500000	-187.500000	-562.500000	1953125.000000	melamine
437.500000	-187.500000	-687.500000	1953125.000000	melamine
437.500000	-187.500000	-812.500000	1953125.000000	melamine
437.500000	-312.500000	812.500000	1953125.000000	melamine
437.500000	-312.500000	687.500000	1953125.000000	melamine
437.500000	-312.500000	562.500000	1953125.000000	melamine
437.500000	-312.500000	437.500000	1953125.000000	melamine
437.500000	-312.500000	312.500000	1953125.000000	melamine
437.500000	-312.500000	187.500000	1953125.000000	melamine
437.500000	-312.500000	62.500000	1953125.000000	melamine
437.500000	-312.500000	-62.500000	1953125.000000	melamine
437.500000	-312.500000	-187.500000	1953125.000000	melamine
437.500000	-312.500000	-312.500000	1953125.000000	melamine
437.500000	-312.500000	-437.500000	1953125.000000	melamine
437.500000	-312.500000	-562.500000	1953125.000000	melamine
437.500000	-312.500000	-687.500000	1953125.000000	melamine
437.500000	-312.500000	-812.500000	1953125.000000	melamine
437.500000	-437.500000	687.500000	1953125.000000	melamine
437.500000	-437.500000	562.500000	1953125.000000	melamine
437.500000	-437.500000	437.500000	1953125.000000	melamine
437.500000	-437.500000	312.500000	1953125.000000	melamine
437.500000	-437.500000	187.500000	1953125.000000	melamine
437.500000	-437.500000	62.500000	1953125.000000	melamine
437.500000	-437.500000	-62.500000	1953125.000000	melamine
437.500000	-437.500000	-187.500000	1953125.000000	melamine
437.500000	-437.500000	-312.500000	1953125.000000	melamine
437.500000	-437.500000	-437.500000	1953125.000000	melamine
437.500000	-437.500000	-562.500000	1953125.000000	melamine
437.500000	-437.500000	-687.500000	1953125.000000	melamine
437.500000	-562.500000	687.500000	1953125.000000	melamine
437.500000	-562.500000	562.500000	1953125.000000	melamine
437.500000	-562.500000	437.500000	1953125.000000	melamine
437.500000	-562.500000	312.500000	1953125.000000	melamine
437.500000	-562.500000	187.500000	1953125.000000	melamine
437.500000	-562.500000	62.500000	1953125.000000	melamine
437.500000	-562.500000	-62.500000	1953125.000000	melamine
437.500000	-562.500000	-187.500000	1953125.000000	melamine
437.500000	-562.500000	-312.500000	1953125.000000	melamine
437.500000	-562.500000	-437.500000	1953125.000000	melamine
437.500000	-562.500000	-562.500000	1953125.000000	melamine
437.500000	-562.500000	-687.500000	1953125.000000	melamine
437.500000	-687.500000	562.500000	1953125.000000	melamine
437.500000	-687.500000	437.500000	1953125.000000	melamine
437.500000	-687.500000	312.500000	1953125.000000	melamine
437.500000	-687.500000	187.500000	1953125.000000	melamine
437.500000	-687.500000	62.500000	1953125.000000	melamine
437.500000	-687.500000	-62.500000	1953125.000000	melamine
437.500000	-687.500000	-187.500000	1953125.000000	melamine
437.500000	-687.500000	-312.500000	1953125.000000	melamine
437.500000	-687.500000	-437.500000	1953125.000000	melamine
437.500000	-687.500000	-562.500000	1953125.000000	melamine
437.500000	-812.500000	312.500000	1953125.000000	melamine
437.500000	-812.500000	187.500000	1953125.000000	melamine
437.500000	-812.500000	62.500000	1953125.000000	melamine
437.500000	-812.500000	-62.500000	1953125.000000	melamine
437.500000	-812.500000	-187.500000	1953125.000000	melamine
437.500000	-812.500000	-312.500000	1953125.000000	melamine
312.500000	937.500000	62.500000	1953125.000000	melamine
312.500000	937.500000	-62.500000	1953125.000000	melamine
312.500000	812.500000	437.500000	1953125.000000	melamine
312.500000	812.500000	312.500000	1953125.000000	melamine
312.500000	812.500000	187.500000	1953125.000000	melamine
312.500000	812.500000	62.500000	1953125.000000	melamine
312.500000	812.500000	-62.500000	1953125.000000	melamine
312.500000	812.500000	-187.500000	1953125.000000	melamine
312.500000	812.500000	-312.500000	1953125.000000	melamine
312.500000	812.500000	-437.500000	1953125.000000	melamine
